"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
501,"Northern Agricultural","Water source - Town or reticulated mains supply - Total volume used (ML)","457.86","165.65","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
502,"Peel-Harvey","Water source - Total volume of water from all sources (ML) (b)","37935.99","430.04","Water source","",""
502,"Peel-Harvey","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","20290.1","95.99","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
502,"Peel-Harvey","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","5192.48","221.86","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
502,"Peel-Harvey","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1436.18","37.76","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
502,"Peel-Harvey","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","703.85","15.14","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
502,"Peel-Harvey","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","732.33","22.62","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
502,"Peel-Harvey","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","10397.39","202.78","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
502,"Peel-Harvey","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","5.61","1.12","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
502,"Peel-Harvey","Water source - Town or reticulated mains supply - Total volume used (ML)","609.74","21.29","Water source","Town or reticulated mains supply ","Total volume used (ML)"
502,"Peel-Harvey","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","4.49","1.12","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
503,"Perth","Water source - Total volume of water from all sources (ML) (b)","20801.42","370.42","Water source","",""
503,"Perth","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","105.55","6.09","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
503,"Perth","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","829.34","49.56","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
503,"Perth","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","50.35","5.32","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
503,"Perth","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","50.35","5.32","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
503,"Perth","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","19654.37","328.13","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
503,"Perth","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","20.32","4.06","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
503,"Perth","Water source - Town or reticulated mains supply - Total volume used (ML)","139.55","13.91","Water source","Town or reticulated mains supply ","Total volume used (ML)"
503,"Perth","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1.94","1.94","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
504,"Rangelands","Water source - Total volume of water from all sources (ML) (b)","100034.96","323.57","Water source","",""
504,"Rangelands","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","65687.92","88.43","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
504,"Rangelands","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","1168.89","25.25","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
504,"Rangelands","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","16080.13","89.9","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
504,"Rangelands","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","11343.09","39.74","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
504,"Rangelands","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","4737.04","50.16","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
504,"Rangelands","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","16567.27","198.33","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
504,"Rangelands","Water source - Town or reticulated mains supply - Total volume used (ML)","530.75","14.97","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
505,"South Coast","Water source - Total volume of water from all sources (ML) (b)","12822.59","822.67","Water source","",""
505,"South Coast","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","9.26","3.43","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
505,"South Coast","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","7989.41","698.85","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
505,"South Coast","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","430.81","26.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
505,"South Coast","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","430.81","26.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
505,"South Coast","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","4351.79","223.63","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
505,"South Coast","Water source - Town or reticulated mains supply - Total volume used (ML)","40.27","34.76","Water source","Town or reticulated mains supply ","Total volume used (ML)"
505,"South Coast","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1.04","5.22","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
506,"South West","Water source - Total volume of water from all sources (ML) (b)","93852.15","1439.47","Water source","",""
506,"South West","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","19891.78","65.88","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
506,"South West","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","36608.01","993.6","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
506,"South West","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1255.15","159.08","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
506,"South West","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","647.07","68.63","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
506,"South West","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","608.08","90.45","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
506,"South West","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","34003.66","398.23","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
506,"South West","Water source - Town or reticulated mains supply - Total volume used (ML)","2093.55","135.17","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
507,"Wheatbelt","Water source - Total volume of water from all sources (ML) (b)","39474.03","1486.4","Water source","",""
507,"Wheatbelt","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","8.11","4.98","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
507,"Wheatbelt","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","17095.99","880.02","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
507,"Wheatbelt","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","3056","68.61","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
507,"Wheatbelt","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","2791.64","53.24","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
507,"Wheatbelt","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","264.35","15.37","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
507,"Wheatbelt","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","13147.39","474.12","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
507,"Wheatbelt","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","1.24","1.24","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
507,"Wheatbelt","Water source - Town or reticulated mains supply - Total volume used (ML)","6165.3","647.35","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
6,"Tasmania","Water source - Total volume of water from all sources (ML) (b)","361193.88","1917.57","Water source","",""
6,"Tasmania","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","84389.68","396.71","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
6,"Tasmania","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","110967.36","1251.07","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
6,"Tasmania","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","137519.44","475.53","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
6,"Tasmania","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","80183.69","258.58","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
6,"Tasmania","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","57335.74","249.01","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
6,"Tasmania","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","25402.49","392.8","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
6,"Tasmania","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","1457.84","29.36","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
6,"Tasmania","Water source - Town or reticulated mains supply - Total volume used (ML)","1456.84","148","Water source","Town or reticulated mains supply ","Total volume used (ML)"
6,"Tasmania","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","0.24","2.39","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
601,"Cradle Coast","Water source - Total volume of water from all sources (ML) (b)","68787.99","601.07","Water source","",""
601,"Cradle Coast","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","11051.61","82.45","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
601,"Cradle Coast","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","36719.24","466.45","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
601,"Cradle Coast","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","8238.66","66.59","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
601,"Cradle Coast","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","6747.94","30.19","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
601,"Cradle Coast","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1490.72","37.41","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
601,"Cradle Coast","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","12140.55","187.41","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
601,"Cradle Coast","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","110","2","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
601,"Cradle Coast","Water source - Town or reticulated mains supply - Total volume used (ML)","527.94","12.43","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
602,"North","Water source - Total volume of water from all sources (ML) (b)","219259.06","839.52","Water source","",""
602,"North","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","52064.14","233.54","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
602,"North","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","67667.08","550.41","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
602,"North","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","86249.2","263.91","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
602,"North","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","45913.27","147.52","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
602,"North","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","40335.94","140.12","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
602,"North","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","12685.56","148.37","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
602,"North","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","7.35","13.59","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
602,"North","Water source - Town or reticulated mains supply - Total volume used (ML)","585.72","88.19","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
603,"South","Water source - Total volume of water from all sources (ML) (b)","73146.84","476.97","Water source","",""
603,"South","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","21273.94","80.72","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
603,"South","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","6581.04","234.2","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
603,"South","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","43031.57","145.02","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
