Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
503,Perth,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),402.21,18.91,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
503,Perth,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),1.94,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
503,Perth,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",414.13,9.42,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
503,Perth,Water use - Vegetables - Total area grown (ha),969.99,105.07,Water use ,Vegetables ,Total area grown (ha)
503,Perth,Water use - Vegetables - Area watered (ha),788.08,98.48,Water use ,Vegetables ,Area watered (ha)
503,Perth,Water use - Vegetables - Volume applied (ML),6922.72,98.48,Water use ,Vegetables ,Volume applied (ML)
503,Perth,Water use - Vegetables - Application rate (ML/ha),8.78,..,Water use ,Vegetables ,Application rate (ML/ha)
503,Perth,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",767.88,128.9,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
503,Perth,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",737.72,114.23,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
503,Perth,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",5651.68,114.23,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
503,Perth,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",7.66,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
503,Perth,Water use - Grapevines - Total area grown (ha),636.67,87.96,Water use ,Grapevines ,Total area grown (ha)
503,Perth,Water use - Grapevines - Area watered (ha),627.17,85.01,Water use ,Grapevines ,Area watered (ha)
503,Perth,Water use - Grapevines - Volume applied (ML),2061.19,85.01,Water use ,Grapevines ,Volume applied (ML)
503,Perth,Water use - Grapevines - Application rate (ML/ha),3.29,..,Water use ,Grapevines ,Application rate (ML/ha)
503,Perth,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",362.36,64.48,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
503,Perth,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",350.54,53.31,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
503,Perth,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",4094.62,53.31,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
503,Perth,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",11.68,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
503,Perth,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",5600,1,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
503,Perth,Water use - Other crops n.e.c. - Total area grown (ha) (e),3003.55,2.78,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
503,Perth,Water use - Other crops n.e.c. - Area watered (ha),3.55,1.78,Water use ,Other crops n.e.c.,Area watered (ha)
503,Perth,Water use - Other crops n.e.c. - Volume applied (ML),47.94,1.78,Water use ,Other crops n.e.c.,Volume applied (ML)
503,Perth,Water use - Other crops n.e.c. - Application rate (ML/ha),13.5,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
504,Rangelands,Area of holding - Total area (ha) (a),68045046.96,404.84,Area of holding ,,
504,Rangelands,Number of agricultural businesses (no.),404.84,404.84,,,
504,Rangelands,Number of agricultural businesses irrigating (no.),152.53,152.53,,,
504,Rangelands,Water source - Total volume of water from all sources (ML) (b),100034.96,323.57,Water source ,,
504,Rangelands,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),65687.92,88.43,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
504,Rangelands,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),1168.89,25.25,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
504,Rangelands,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",16080.13,89.9,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
504,Rangelands,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",11343.09,39.74,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
504,Rangelands,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",4737.04,50.16,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
504,Rangelands,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",16567.27,198.33,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
504,Rangelands,Water source - Town or reticulated mains supply - Total volume used (ML),530.75,14.97,Water source ,Town or reticulated mains supply ,Total volume used (ML)
504,Rangelands,Water use - Total area watered (ha),7231.54,152.53,Water use ,,
504,Rangelands,Water use - Total volume applied (ML),82377.14,152.53,Water use ,,
504,Rangelands,Water use - Total application rate (ML/ha),11.39,..,Water use ,,
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),61491414.69,219.56,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),1280,2,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),20480,2,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),16,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
504,Rangelands,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",3805.25,14.61,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),1428.5,6.41,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),3349.82,6.41,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
504,Rangelands,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.34,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
504,Rangelands,Water use - Vegetables - Total area grown (ha),1475.3,70.93,Water use ,Vegetables ,Total area grown (ha)
504,Rangelands,Water use - Vegetables - Area watered (ha),1053.93,63.74,Water use ,Vegetables ,Area watered (ha)
504,Rangelands,Water use - Vegetables - Volume applied (ML),6374.8,63.74,Water use ,Vegetables ,Volume applied (ML)
504,Rangelands,Water use - Vegetables - Application rate (ML/ha),6.05,..,Water use ,Vegetables ,Application rate (ML/ha)
504,Rangelands,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",774.12,106.13,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
504,Rangelands,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",616.92,91.37,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
504,Rangelands,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",7729.32,91.37,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
504,Rangelands,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",12.53,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
504,Rangelands,Water use - Grapevines - Total area grown (ha),139.79,10.28,Water use ,Grapevines ,Total area grown (ha)
504,Rangelands,Water use - Grapevines - Area watered (ha),72.83,4.84,Water use ,Grapevines ,Area watered (ha)
504,Rangelands,Water use - Grapevines - Volume applied (ML),641.91,4.84,Water use ,Grapevines ,Volume applied (ML)
504,Rangelands,Water use - Grapevines - Application rate (ML/ha),8.81,..,Water use ,Grapevines ,Application rate (ML/ha)
504,Rangelands,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",11.98,10.31,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
504,Rangelands,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",11.98,10.31,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
504,Rangelands,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",141.74,10.31,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
504,Rangelands,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",11.83,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
504,Rangelands,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",7235.15,14.21,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
504,Rangelands,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",2351.6,11.69,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
504,Rangelands,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",24249.2,11.69,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
504,Rangelands,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",10.31,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
504,Rangelands,Water use - Cotton - Total area grown (ha) (c),190,2,Water use ,Cotton , Total area grown (ha) (c)
504,Rangelands,Water use - Cotton - Area watered (ha),190,2,Water use ,Cotton ,Area watered (ha)
504,Rangelands,Water use - Cotton - Volume applied (ML),16440,2,Water use ,Cotton ,Volume applied (ML)
504,Rangelands,Water use - Cotton - Application rate (ML/ha),86.53,..,Water use ,Cotton ,Application rate (ML/ha)
504,Rangelands,Water use - Sugar cane - Total area grown (ha) (d),2,1,Water use ,Sugar cane ,Total area grown (ha) (d)
504,Rangelands,Water use - Other crops n.e.c. - Total area grown (ha) (e),5682.25,12.62,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
504,Rangelands,Water use - Other crops n.e.c. - Area watered (ha),225.78,2.07,Water use ,Other crops n.e.c.,Area watered (ha)
504,Rangelands,Water use - Other crops n.e.c. - Volume applied (ML),2970.35,2.07,Water use ,Other crops n.e.c.,Volume applied (ML)
504,Rangelands,Water use - Other crops n.e.c. - Application rate (ML/ha),13.16,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
505,South Coast,Area of holding - Total area (ha) (a),2994558.67,1372.2,Area of holding ,,
505,South Coast,Number of agricultural businesses (no.),1372.2,1372.2,,,
505,South Coast,Number of agricultural businesses irrigating (no.),64.92,64.92,,,
505,South Coast,Water source - Total volume of water from all sources (ML) (b),12822.59,822.67,Water source ,,
505,South Coast,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),9.26,3.43,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
505,South Coast,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),7989.41,698.85,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
505,South Coast,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",430.81,26.7,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
505,South Coast,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",430.81,26.7,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
505,South Coast,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",4351.79,223.63,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
505,South Coast,Water source - Town or reticulated mains supply - Total volume used (ML),40.27,34.76,Water source ,Town or reticulated mains supply ,Total volume used (ML)
505,South Coast,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),1.04,5.22,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
505,South Coast,Water use - Total area watered (ha),3705.55,64.92,Water use ,,
505,South Coast,Water use - Total volume applied (ML),2742.53,64.92,Water use ,,
505,South Coast,Water use - Total application rate (ML/ha),0.74,..,Water use ,,
505,South Coast,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),776710.16,1102.15,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
505,South Coast,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",50610.29,478.1,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
505,South Coast,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),126.53,3.95,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
505,South Coast,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),454.71,3.95,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
505,South Coast,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),3.59,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
505,South Coast,Water use - Vegetables - Total area grown (ha),32.12,4.79,Water use ,Vegetables ,Total area grown (ha)
505,South Coast,Water use - Vegetables - Area watered (ha),30.31,3.59,Water use ,Vegetables ,Area watered (ha)
505,South Coast,Water use - Vegetables - Volume applied (ML),134.17,3.59,Water use ,Vegetables ,Volume applied (ML)
505,South Coast,Water use - Vegetables - Application rate (ML/ha),4.43,..,Water use ,Vegetables ,Application rate (ML/ha)
505,South Coast,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",674.19,29.07,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
505,South Coast,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",459.07,25,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
505,South Coast,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",551.71,25,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
505,South Coast,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",1.2,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
505,South Coast,Water use - Grapevines - Total area grown (ha),1988.06,36.96,Water use ,Grapevines ,Total area grown (ha)
505,South Coast,Water use - Grapevines - Area watered (ha),1865.47,28.43,Water use ,Grapevines ,Area watered (ha)
505,South Coast,Water use - Grapevines - Volume applied (ML),1276.46,28.43,Water use ,Grapevines ,Volume applied (ML)
505,South Coast,Water use - Grapevines - Application rate (ML/ha),0.68,..,Water use ,Grapevines ,Application rate (ML/ha)
505,South Coast,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",134.09,10.65,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
505,South Coast,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",24.17,6.99,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
505,South Coast,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",25.48,6.99,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
505,South Coast,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",1.05,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
505,South Coast,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",1066977.4,626.99,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
505,South Coast,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",1200,1,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
505,South Coast,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",300,1,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
505,South Coast,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",0.25,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
505,South Coast,Water use - Other crops n.e.c. - Total area grown (ha) (e),442904.04,562.68,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
506,South West,Area of holding - Total area (ha) (a),1808102.86,2097.55,Area of holding ,,
506,South West,Number of agricultural businesses (no.),2097.55,2097.55,,,
506,South West,Number of agricultural businesses irrigating (no.),476.57,476.57,,,
506,South West,Water source - Total volume of water from all sources (ML) (b),93852.15,1439.47,Water source ,,
506,South West,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),19891.78,65.88,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
506,South West,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),36608.01,993.6,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
506,South West,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",1255.15,159.08,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
506,South West,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",647.07,68.63,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
506,South West,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",608.08,90.45,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
506,South West,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",34003.66,398.23,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
506,South West,Water source - Town or reticulated mains supply - Total volume used (ML),2093.55,135.17,Water source ,Town or reticulated mains supply ,Total volume used (ML)
506,South West,Water use - Total area watered (ha),19825.77,476.57,Water use ,,
506,South West,Water use - Total volume applied (ML),76041.32,476.57,Water use ,,
506,South West,Water use - Total application rate (ML/ha),3.84,..,Water use ,,
506,South West,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),899275.06,1705.02,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
506,South West,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),6645.27,82.1,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
506,South West,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),37790.85,82.1,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
506,South West,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),5.69,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
506,South West,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",84293.93,945.02,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
506,South West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),1301.45,4.38,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
506,South West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),770.53,4.38,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
506,South West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),0.59,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
506,South West,Water use - Vegetables - Total area grown (ha),2572.66,80.37,Water use ,Vegetables ,Total area grown (ha)
506,South West,Water use - Vegetables - Area watered (ha),2413.51,70.48,Water use ,Vegetables ,Area watered (ha)
506,South West,Water use - Vegetables - Volume applied (ML),9773.59,70.48,Water use ,Vegetables ,Volume applied (ML)
506,South West,Water use - Vegetables - Application rate (ML/ha),4.05,..,Water use ,Vegetables ,Application rate (ML/ha)
506,South West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",3529.97,202.77,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
506,South West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",3348.46,186.65,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
506,South West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",15341.17,186.65,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
506,South West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",4.58,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
506,South West,Water use - Grapevines - Total area grown (ha),4434.21,196.2,Water use ,Grapevines ,Total area grown (ha)
506,South West,Water use - Grapevines - Area watered (ha),3264.56,112.1,Water use ,Grapevines ,Area watered (ha)
506,South West,Water use - Grapevines - Volume applied (ML),5671.92,112.1,Water use ,Grapevines ,Volume applied (ML)
506,South West,Water use - Grapevines - Application rate (ML/ha),1.74,..,Water use ,Grapevines ,Application rate (ML/ha)
506,South West,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",204.31,38.55,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
506,South West,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",189.47,25.46,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
506,South West,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",1002.96,25.46,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
506,South West,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",5.29,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
506,South West,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",438039.15,617.99,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
506,South West,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",556.44,7.49,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
506,South West,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",2337.63,7.49,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
506,South West,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",4.2,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
506,South West,Water use - Other crops n.e.c. - Total area grown (ha) (e),117013.76,438.8,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
506,South West,Water use - Other crops n.e.c. - Area watered (ha),2106.61,25.26,Water use ,Other crops n.e.c.,Area watered (ha)
506,South West,Water use - Other crops n.e.c. - Volume applied (ML),3352.66,25.26,Water use ,Other crops n.e.c.,Volume applied (ML)
506,South West,Water use - Other crops n.e.c. - Application rate (ML/ha),1.59,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
507,Wheatbelt,Area of holding - Total area (ha) (a),7318877.23,2107.32,Area of holding ,,
507,Wheatbelt,Number of agricultural businesses (no.),2107.32,2107.32,,,
507,Wheatbelt,Number of agricultural businesses irrigating (no.),36.56,36.56,,,
507,Wheatbelt,Water source - Total volume of water from all sources (ML) (b),39474.03,1486.4,Water source ,,
507,Wheatbelt,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),8.11,4.98,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
507,Wheatbelt,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),17095.99,880.02,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
507,Wheatbelt,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",3056,68.61,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
507,Wheatbelt,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",2791.64,53.24,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
507,Wheatbelt,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",264.35,15.37,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
507,Wheatbelt,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",13147.39,474.12,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
507,Wheatbelt,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",1.24,1.24,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
507,Wheatbelt,Water source - Town or reticulated mains supply - Total volume used (ML),6165.3,647.35,Water source ,Town or reticulated mains supply ,Total volume used (ML)
507,Wheatbelt,Water use - Total area watered (ha),3793.31,36.56,Water use ,,
507,Wheatbelt,Water use - Total volume applied (ML),4642.78,36.56,Water use ,,
507,Wheatbelt,Water use - Total application rate (ML/ha),1.22,..,Water use ,,
507,Wheatbelt,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),2162440.96,1484.28,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
507,Wheatbelt,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),100.63,4.55,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
507,Wheatbelt,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),424.4,4.55,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
507,Wheatbelt,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),4.22,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
507,Wheatbelt,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",72705.11,582.97,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
507,Wheatbelt,Water use - Vegetables - Total area grown (ha),29.15,8.68,Water use ,Vegetables ,Total area grown (ha)
507,Wheatbelt,Water use - Vegetables - Area watered (ha),14.27,7.44,Water use ,Vegetables ,Area watered (ha)
507,Wheatbelt,Water use - Vegetables - Volume applied (ML),93.29,7.44,Water use ,Vegetables ,Volume applied (ML)
507,Wheatbelt,Water use - Vegetables - Application rate (ML/ha),6.54,..,Water use ,Vegetables ,Application rate (ML/ha)
507,Wheatbelt,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",205.69,24.81,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
507,Wheatbelt,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",154.7,18.61,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
507,Wheatbelt,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",799.06,18.61,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
