"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
5,"Western Australia","Water use - Grapevines - Area watered (ha)","6285.68","249.19","Water use","Grapevines ","Area watered (ha)"
5,"Western Australia","Water use - Grapevines - Volume applied (ML)","11039.61","249.19","Water use","Grapevines ","Volume applied (ML)"
5,"Western Australia","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","1237.11","166.38","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
5,"Western Australia","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","1025.24","127.51","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
5,"Western Australia","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","9189.31","127.51","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
5,"Western Australia","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","6371260.12","4173.2","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
5,"Western Australia","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","10478.04","22.18","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
5,"Western Australia","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","33425.83","22.18","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
5,"Western Australia","Water use - Cotton - Total area grown (ha) (c)","190","2","Water use","Cotton "," Total area grown (ha) (c)"
5,"Western Australia","Water use - Cotton - Area watered (ha)","190","2","Water use","Cotton ","Area watered (ha)"
5,"Western Australia","Water use - Cotton - Volume applied (ML)","16440","2","Water use","Cotton ","Volume applied (ML)"
5,"Western Australia","Water use - Sugar cane - Total area grown (ha) (d)","2","1","Water use","Sugar cane ","Total area grown (ha) (d)"
5,"Western Australia","Water use - Other crops n.e.c. - Total area grown (ha) (e)","1810126.13","2935.39","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
5,"Western Australia","Water use - Other crops n.e.c. - Area watered (ha)","10258.59","42.11","Water use","Other crops n.e.c.","Area watered (ha)"
5,"Western Australia","Water use - Other crops n.e.c. - Volume applied (ML)","7503.95","42.11","Water use","Other crops n.e.c.","Volume applied (ML)"
501,"Northern Agricultural","Water use - Total area watered (ha)","16521.07","95.62","Water use","",""
501,"Northern Agricultural","Water use - Total volume applied (ML)","44290.34","95.62","Water use","",""
501,"Northern Agricultural","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","982382.55","855.79","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","15.61","3.31","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
501,"Northern Agricultural","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","51.53","3.31","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","35497.91","251.33","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","105","4","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
501,"Northern Agricultural","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","915.5","4","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Vegetables - Total area grown (ha)","2398.29","43.93","Water use","Vegetables ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Vegetables - Area watered (ha)","2279.34","36.69","Water use","Vegetables ","Area watered (ha)"
501,"Northern Agricultural","Water use - Vegetables - Volume applied (ML)","21675.13","36.69","Water use","Vegetables ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","2994.15","38.84","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","2892.87","36.84","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
501,"Northern Agricultural","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","14531.74","36.84","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Grapevines - Total area grown (ha)","222.81","6.86","Water use","Grapevines ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Grapevines - Area watered (ha)","160.41","4.86","Water use","Grapevines ","Area watered (ha)"
501,"Northern Agricultural","Water use - Grapevines - Volume applied (ML)","574.58","4.86","Water use","Grapevines ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","203.19","16.7","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","162.1","10","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
501,"Northern Agricultural","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","1413.1","10","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1661243.86","947.15","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
501,"Northern Agricultural","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","3000","1","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
501,"Northern Agricultural","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","4000","1","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
501,"Northern Agricultural","Water use - Other crops n.e.c. - Total area grown (ha) (e)","643387.21","787.36","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
501,"Northern Agricultural","Water use - Other crops n.e.c. - Area watered (ha)","7905.75","8.78","Water use","Other crops n.e.c.","Area watered (ha)"
501,"Northern Agricultural","Water use - Other crops n.e.c. - Volume applied (ML)","1128.77","8.78","Water use","Other crops n.e.c.","Volume applied (ML)"
502,"Peel-Harvey","Water use - Total area watered (ha)","7087.44","177.49","Water use","",""
502,"Peel-Harvey","Water use - Total volume applied (ML)","29402.32","177.49","Water use","",""
502,"Peel-Harvey","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","265642.44","527.37","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","3088.24","76.67","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
502,"Peel-Harvey","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","14092.91","76.67","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","39659.01","339.28","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","2110.44","39.93","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
502,"Peel-Harvey","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","3961.89","39.93","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Vegetables - Total area grown (ha)","1852.06","28.37","Water use","Vegetables ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Vegetables - Area watered (ha)","1365.4","27.37","Water use","Vegetables ","Area watered (ha)"
502,"Peel-Harvey","Water use - Vegetables - Volume applied (ML)","8250.56","27.37","Water use","Vegetables ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","96.9","25.34","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","77.95","24.34","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
502,"Peel-Harvey","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","554.8","24.34","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Grapevines - Total area grown (ha)","296.76","11.47","Water use","Grapevines ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Grapevines - Area watered (ha)","267.33","11.47","Water use","Grapevines ","Area watered (ha)"
502,"Peel-Harvey","Water use - Grapevines - Volume applied (ML)","797.42","11.47","Water use","Grapevines ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","182.36","15.77","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","161.19","12.75","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
502,"Peel-Harvey","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","1740.51","12.75","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
502,"Peel-Harvey","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","133556.22","186.34","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
502,"Peel-Harvey","Water use - Other crops n.e.c. - Total area grown (ha) (e)","31752.36","87.53","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
502,"Peel-Harvey","Water use - Other crops n.e.c. - Area watered (ha)","16.9","4.22","Water use","Other crops n.e.c.","Area watered (ha)"
502,"Peel-Harvey","Water use - Other crops n.e.c. - Volume applied (ML)","4.22","4.22","Water use","Other crops n.e.c.","Volume applied (ML)"
503,"Perth","Water use - Total area watered (ha)","2714.9","343.31","Water use","",""
503,"Perth","Water use - Total volume applied (ML)","19180.36","343.31","Water use","",""
503,"Perth","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","5513.64","54.59","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
503,"Perth","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","207.84","18.91","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
503,"Perth","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","402.21","18.91","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
503,"Perth","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","414.13","9.42","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
503,"Perth","Water use - Vegetables - Total area grown (ha)","969.99","105.07","Water use","Vegetables ","Total area grown (ha)"
503,"Perth","Water use - Vegetables - Area watered (ha)","788.08","98.48","Water use","Vegetables ","Area watered (ha)"
503,"Perth","Water use - Vegetables - Volume applied (ML)","6922.72","98.48","Water use","Vegetables ","Volume applied (ML)"
503,"Perth","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","767.88","128.9","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
503,"Perth","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","737.72","114.23","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
503,"Perth","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","5651.68","114.23","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
503,"Perth","Water use - Grapevines - Total area grown (ha)","636.67","87.96","Water use","Grapevines ","Total area grown (ha)"
503,"Perth","Water use - Grapevines - Area watered (ha)","627.17","85.01","Water use","Grapevines ","Area watered (ha)"
503,"Perth","Water use - Grapevines - Volume applied (ML)","2061.19","85.01","Water use","Grapevines ","Volume applied (ML)"
503,"Perth","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","362.36","64.48","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
503,"Perth","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","350.54","53.31","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
503,"Perth","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","4094.62","53.31","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
503,"Perth","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","5600","1","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
503,"Perth","Water use - Other crops n.e.c. - Total area grown (ha) (e)","3003.55","2.78","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
503,"Perth","Water use - Other crops n.e.c. - Area watered (ha)","3.55","1.78","Water use","Other crops n.e.c.","Area watered (ha)"
503,"Perth","Water use - Other crops n.e.c. - Volume applied (ML)","47.94","1.78","Water use","Other crops n.e.c.","Volume applied (ML)"
504,"Rangelands","Water use - Total area watered (ha)","7231.54","152.53","Water use","",""
504,"Rangelands","Water use - Total volume applied (ML)","82377.14","152.53","Water use","",""
504,"Rangelands","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","61491414.69","219.56","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
504,"Rangelands","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","1280","2","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
504,"Rangelands","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","20480","2","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
504,"Rangelands","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","3805.25","14.61","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
504,"Rangelands","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","1428.5","6.41","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
504,"Rangelands","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","3349.82","6.41","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
504,"Rangelands","Water use - Vegetables - Total area grown (ha)","1475.3","70.93","Water use","Vegetables ","Total area grown (ha)"
504,"Rangelands","Water use - Vegetables - Area watered (ha)","1053.93","63.74","Water use","Vegetables ","Area watered (ha)"
504,"Rangelands","Water use - Vegetables - Volume applied (ML)","6374.8","63.74","Water use","Vegetables ","Volume applied (ML)"
504,"Rangelands","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","774.12","106.13","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
504,"Rangelands","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","616.92","91.37","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
504,"Rangelands","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","7729.32","91.37","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
504,"Rangelands","Water use - Grapevines - Total area grown (ha)","139.79","10.28","Water use","Grapevines ","Total area grown (ha)"
504,"Rangelands","Water use - Grapevines - Area watered (ha)","72.83","4.84","Water use","Grapevines ","Area watered (ha)"
504,"Rangelands","Water use - Grapevines - Volume applied (ML)","641.91","4.84","Water use","Grapevines ","Volume applied (ML)"
504,"Rangelands","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","11.98","10.31","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
504,"Rangelands","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","11.98","10.31","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
504,"Rangelands","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","141.74","10.31","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
504,"Rangelands","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","7235.15","14.21","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
504,"Rangelands","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","2351.6","11.69","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
504,"Rangelands","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","24249.2","11.69","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
504,"Rangelands","Water use - Cotton - Total area grown (ha) (c)","190","2","Water use","Cotton "," Total area grown (ha) (c)"
504,"Rangelands","Water use - Cotton - Area watered (ha)","190","2","Water use","Cotton ","Area watered (ha)"
504,"Rangelands","Water use - Cotton - Volume applied (ML)","16440","2","Water use","Cotton ","Volume applied (ML)"
504,"Rangelands","Water use - Sugar cane - Total area grown (ha) (d)","2","1","Water use","Sugar cane ","Total area grown (ha) (d)"
504,"Rangelands","Water use - Other crops n.e.c. - Total area grown (ha) (e)","5682.25","12.62","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
504,"Rangelands","Water use - Other crops n.e.c. - Area watered (ha)","225.78","2.07","Water use","Other crops n.e.c.","Area watered (ha)"
504,"Rangelands","Water use - Other crops n.e.c. - Volume applied (ML)","2970.35","2.07","Water use","Other crops n.e.c.","Volume applied (ML)"
505,"South Coast","Water use - Total area watered (ha)","3705.55","64.92","Water use","",""
505,"South Coast","Water use - Total volume applied (ML)","2742.53","64.92","Water use","",""
505,"South Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","776710.16","1102.15","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
505,"South Coast","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","50610.29","478.1","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
505,"South Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","126.53","3.95","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
505,"South Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","454.71","3.95","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
505,"South Coast","Water use - Vegetables - Total area grown (ha)","32.12","4.79","Water use","Vegetables ","Total area grown (ha)"
505,"South Coast","Water use - Vegetables - Area watered (ha)","30.31","3.59","Water use","Vegetables ","Area watered (ha)"
505,"South Coast","Water use - Vegetables - Volume applied (ML)","134.17","3.59","Water use","Vegetables ","Volume applied (ML)"
505,"South Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","674.19","29.07","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
505,"South Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","459.07","25","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
505,"South Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","551.71","25","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
505,"South Coast","Water use - Grapevines - Total area grown (ha)","1988.06","36.96","Water use","Grapevines ","Total area grown (ha)"
505,"South Coast","Water use - Grapevines - Area watered (ha)","1865.47","28.43","Water use","Grapevines ","Area watered (ha)"
505,"South Coast","Water use - Grapevines - Volume applied (ML)","1276.46","28.43","Water use","Grapevines ","Volume applied (ML)"
505,"South Coast","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","134.09","10.65","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
505,"South Coast","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","24.17","6.99","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
505,"South Coast","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","25.48","6.99","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
505,"South Coast","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1066977.4","626.99","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
505,"South Coast","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","1200","1","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
505,"South Coast","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","300","1","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
505,"South Coast","Water use - Other crops n.e.c. - Total area grown (ha) (e)","442904.04","562.68","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
506,"South West","Water use - Total area watered (ha)","19825.77","476.57","Water use","",""
506,"South West","Water use - Total volume applied (ML)","76041.32","476.57","Water use","",""
506,"South West","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","899275.06","1705.02","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
506,"South West","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","6645.27","82.1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
506,"South West","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","37790.85","82.1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
506,"South West","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","84293.93","945.02","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
506,"South West","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","1301.45","4.38","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
506,"South West","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","770.53","4.38","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
506,"South West","Water use - Vegetables - Total area grown (ha)","2572.66","80.37","Water use","Vegetables ","Total area grown (ha)"
506,"South West","Water use - Vegetables - Area watered (ha)","2413.51","70.48","Water use","Vegetables ","Area watered (ha)"
506,"South West","Water use - Vegetables - Volume applied (ML)","9773.59","70.48","Water use","Vegetables ","Volume applied (ML)"
506,"South West","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","3529.97","202.77","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
506,"South West","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","3348.46","186.65","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
506,"South West","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","15341.17","186.65","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
506,"South West","Water use - Grapevines - Total area grown (ha)","4434.21","196.2","Water use","Grapevines ","Total area grown (ha)"
506,"South West","Water use - Grapevines - Area watered (ha)","3264.56","112.1","Water use","Grapevines ","Area watered (ha)"
506,"South West","Water use - Grapevines - Volume applied (ML)","5671.92","112.1","Water use","Grapevines ","Volume applied (ML)"
506,"South West","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","204.31","38.55","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
506,"South West","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","189.47","25.46","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
506,"South West","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","1002.96","25.46","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
506,"South West","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","438039.15","617.99","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
506,"South West","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","556.44","7.49","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
506,"South West","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","2337.63","7.49","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
506,"South West","Water use - Other crops n.e.c. - Total area grown (ha) (e)","117013.76","438.8","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
506,"South West","Water use - Other crops n.e.c. - Area watered (ha)","2106.61","25.26","Water use","Other crops n.e.c.","Area watered (ha)"
506,"South West","Water use - Other crops n.e.c. - Volume applied (ML)","3352.66","25.26","Water use","Other crops n.e.c.","Volume applied (ML)"
507,"Wheatbelt","Water use - Total area watered (ha)","3793.31","36.56","Water use","",""
507,"Wheatbelt","Water use - Total volume applied (ML)","4642.78","36.56","Water use","",""
507,"Wheatbelt","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","2162440.96","1484.28","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
507,"Wheatbelt","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","100.63","4.55","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
507,"Wheatbelt","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","424.4","4.55","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
507,"Wheatbelt","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","72705.11","582.97","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
507,"Wheatbelt","Water use - Vegetables - Total area grown (ha)","29.15","8.68","Water use","Vegetables ","Total area grown (ha)"
507,"Wheatbelt","Water use - Vegetables - Area watered (ha)","14.27","7.44","Water use","Vegetables ","Area watered (ha)"
507,"Wheatbelt","Water use - Vegetables - Volume applied (ML)","93.29","7.44","Water use","Vegetables ","Volume applied (ML)"
507,"Wheatbelt","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","205.69","24.81","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
507,"Wheatbelt","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","154.7","18.61","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
507,"Wheatbelt","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","799.06","18.61","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
507,"Wheatbelt","Water use - Grapevines - Total area grown (ha)","46.15","6.2","Water use","Grapevines ","Total area grown (ha)"
507,"Wheatbelt","Water use - Grapevines - Area watered (ha)","27.91","2.48","Water use","Grapevines ","Area watered (ha)"
507,"Wheatbelt","Water use - Grapevines - Volume applied (ML)","16.13","2.48","Water use","Grapevines ","Volume applied (ML)"
507,"Wheatbelt","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","138.82","9.92","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
507,"Wheatbelt","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","125.8","8.68","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
507,"Wheatbelt","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","770.9","8.68","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
